,Unnamed: 0,author,category,date_published,description,dislikes,duration,keywords,length,likes,rating,subscribers,thumb,title,url,username,videoid,viewcount,subscriberCount
0,0,coolleo44,Sports,2010-04-30 23:52:56,"Biosite Football League... White Shadows 2010 Champs Baby, Baby!",0.0,00:09:03,"['biosite', 'flag', 'football', 'white', 'shadows']",543,0.0,0.0,301,http://i.ytimg.com/vi/8lH1_RdS6bs/default.jpg,Biosite Flag Football Super Bowl 2010 V2,https://www.youtube.com/watch?v=8lH1_RdS6bs,coolleo44,8lH1_RdS6bs,150,2
1,1,KILLAKALIBUD,Sports,2008-10-23 01:21:22,My son Playing his 2nd year at flag but first his first year at Quarterback.,0.0,00:00:24,"['football', 'superstar', 'east orange', 'pop warner']",24,6.0,5.0,301,http://i.ytimg.com/vi/lKlubMPs1MY/default.jpg,"East Orange Rams Flag football ""boobie doo""",https://www.youtube.com/watch?v=lKlubMPs1MY,KILLAKALIBUD,lKlubMPs1MY,3745,33
2,2,Ivan Perez,People & Blogs,2013-04-09 16:41:21,Asi se ve cuando se graba con lentes con camara dentro de un partido de tochito por uno de los jugadores.,0.0,00:00:52,"['tochito Chihuahua', 'Morgans', 'lentes con camara de video', 'grabando dentro del campo', 'flag football', 'jugando tochito']",52,1.0,5.0,301,http://i.ytimg.com/vi/QgWIx-BHvrY/default.jpg,Jugada de Cross Pase tochito Morgan vs Chotes.,https://www.youtube.com/watch?v=QgWIx-BHvrY,iperez72,QgWIx-BHvrY,262,2
3,3,akvegas2007,Sports,2007-11-15 12:33:04,"Flag Football game WYNN vs. BBWC in Las Vegas, NV. QB runs and gets a nice block.  Defender shakes it off. It's flackle, a hybrid game of football that's not flag, but it's not tackle.",1.0,00:00:26,"['Football', 'Flag', 'Las', 'Vegas', 'WYNN', 'BBWC', 'Block', 'Hit', 'Big', 'Nice', 'Game', 'QB', 'plays', 'play', 'run']",26,3.0,4.0,301,http://i.ytimg.com/vi/lDCQbpP2FlQ/default.jpg,Flag Football Block - Hit Las Vegas 2007,https://www.youtube.com/watch?v=lDCQbpP2FlQ,akvegas2007,lDCQbpP2FlQ,5148,5
4,4,LJ Fam,Sports,2013-05-20 07:40:33,"Jaxson is 8 years old, this was his first season of Flag Football. Here you see some of 'The Crushers' Playoff game. He's really enjoyed learning the game and has become quite good at defense! He loves to count the number of flags he yanks off the other team! We get a kick out of it. Anything he sets his mind too, he excells at. Keep it up Jaxson, we Love You!!!",0.0,00:06:55,"['flag', 'football', 'peewee', 'pee', 'wee', 'American Football (Sport)', 'little', 'jr', 'teams', 'play', 'off', 'tx', 'texas', 'sport', 'Football (ball)', 'sports', 'fun', 'ball', 'kid', 'kids']",415,1.0,5.0,301,http://i.ytimg.com/vi/ERL7gvEDqfw/default.jpg,Jaxson's Flag Football Highlights,https://www.youtube.com/watch?v=ERL7gvEDqfw,UCF2uRHJOL5vw7pL8jrQOSMA,ERL7gvEDqfw,34,5
5,5,TVChurrascoG,Sports,2008-11-17 23:29:04,Interceptação do Silver Bullets abriu caminho para o segundo TD da equipe no jogo.,0.0,00:00:56,"['futebol', 'americano', 'lpfa', 'silver', 'bullets', 'spartans']",56,0.0,0.0,301,http://i.ytimg.com/vi/DFV7aVZEiL8/default.jpg,Final da Liga Flag 2008,https://www.youtube.com/watch?v=DFV7aVZEiL8,TVChurrascoG,DFV7aVZEiL8,712,22
6,6,Jayme & Rox,People & Blogs,2013-06-02 21:09:20,"NFL Flag Football San Diego 6-8 Division

Highlight music from ESPN's NFL Primetime. If you are interested in getting the original song files, please visit the link below:
https://sites.google.com/site/markpolinsky/nfl-primetime-music",0.0,00:10:21,"['American Football (Sport)', 'Highlights', 'Sports', 'Flag Football', 'NFL Flag Football', 'Chargers']",621,10.0,5.0,301,http://i.ytimg.com/vi/El5KH0RTFs0/default.jpg,NFL Flag Football Week 4  Chargers v Cowboys,https://www.youtube.com/watch?v=El5KH0RTFs0,itsjaymerox,El5KH0RTFs0,2695,1852
7,7,dayzdays,Sports,2007-11-26 15:37:03,"Family flag football, Thanksgiving 2007.",0.0,00:00:06,"['Family', 'Football', 'Thanksgiving']",6,0.0,0.0,301,http://i.ytimg.com/vi/NwY6tw-Ekfk/default.jpg,Incomplete pass!,https://www.youtube.com/watch?v=NwY6tw-Ekfk,dayzdays,NwY6tw-Ekfk,19,7
8,8,CLAfootballSquad,Sports,2012-09-24 01:10:52,Cla flag football,0.0,00:09:49,"['Cla', 'Football', 'Flag']",589,0.0,0.0,301,http://i.ytimg.com/vi/zUgsiRje15Q/default.jpg,Cla football game 1 part 5,https://www.youtube.com/watch?v=zUgsiRje15Q,CLAfootballSquad,zUgsiRje15Q,36,2
9,9,OneGoalSports,Sports,2013-05-21 03:55:21,Flag Football (Part 1-Why Are You Coaching),0.0,00:09:56,"['One', 'Goal', 'Sports', 'football', 'flag']",596,0.0,0.0,301,http://i.ytimg.com/vi/C6giyFpEYm4/default.jpg,Flag Football (Part 1-Why Are You Coaching),https://www.youtube.com/watch?v=C6giyFpEYm4,OneGoalSports,C6giyFpEYm4,29,32
10,10,EndZonePTY,Sports,2012-11-10 22:33:11,"Entrevista Excluvia para End Zone. Participacion de la Seleccion Femenina de Flag Football de Brasil y sus impresiones en partidos vs Panama. Campeonato Mundial de Flag Football, Gothenburg, Suecia 2012.",0.0,00:01:26,"['End Zone', 'Endzone', 'PTY', 'TV', 'Television', 'Panama Flag League', 'Panama', 'Flag Football', 'Football', 'Football Americano', 'Seleccion', 'Femenina', 'Brasil', 'Suecia', '2012.', 'Gothenburg', 'Campeonato Mundial', 'IFAF', 'WORLD CUP']",86,0.0,0.0,301,http://i.ytimg.com/vi/WbiGvcGDNow/default.jpg,END ZONE. Entrevista Brasil - Mundial Flag Football - Suecia 2012,https://www.youtube.com/watch?v=WbiGvcGDNow,EndZonePTY,WbiGvcGDNow,433,364
11,11,TheAwesomepowers,Sports,2010-04-13 16:27:02,CJ tried flag football in Fall 2009.,0.0,00:03:14,"['CJ', 'Flag', 'Football']",194,0.0,0.0,301,http://i.ytimg.com/vi/7jHMBZaRIt8/default.jpg,CJ Flag Football - Fall 2009,https://www.youtube.com/watch?v=7jHMBZaRIt8,TheAwesomepowers,7jHMBZaRIt8,21,44
12,12,Brandon Thornton,Sports,2012-10-01 05:21:54,"flag football highlights of Brandon Thornton Of Toledo,Oh playing in the NWOFF and Usftl 2011-12",0.0,00:09:58,"['Sport (Industry) Eminem', 'Clipse', 'Sports', 'Nfl', 'American Football (Sport)', 'Football (ball)', 'Highlights', 'SPORT (magazine)', 'Vol', 'Bowl', 'Madden', 'NFL Network (TV Network)']",598,1.0,5.0,301,http://i.ytimg.com/vi/JvQypeKwMpc/default.jpg,Brandon Thornton Football Highlights Vol:1.5,https://www.youtube.com/watch?v=JvQypeKwMpc,Bdollaman8,JvQypeKwMpc,126,60
13,13,skibum35474,Sports,2012-11-06 22:29:33,Flag Football - Davis Dare playing 6-year-old flag football!  Moving up to tackle next year.,0.0,00:04:58,"['flag football', 'football', 'american christian academy', 'parker dare', 'chandler dare', '6-year-old', 'aca', 'davis 2012']",298,5.0,5.0,301,http://i.ytimg.com/vi/iciFvgbbe7U/default.jpg,Flag Football - Davis 2012 Football,https://www.youtube.com/watch?v=iciFvgbbe7U,skibum35474,iciFvgbbe7U,6660,318
14,14,Tem Tagesson,Sports,2012-12-01 22:14:59,2012 Sebring Youth Sports Flags division undefeated Championship season.,0.0,00:06:07,[],367,7.0,5.0,301,http://i.ytimg.com/vi/qOXkKZfMaMk/default.jpg,Sebring Youth Flags Football Highlights 2012,https://www.youtube.com/watch?v=qOXkKZfMaMk,temtagesson,qOXkKZfMaMk,945,4
15,15,CLAfootballSquad,Comedy,2012-09-24 00:30:53,Cla flag football,0.0,00:00:16,"['Cla', 'Football', 'Flag']",16,0.0,0.0,301,http://i.ytimg.com/vi/ANFxrnKGfKU/default.jpg,Cla football game 1 part 3,https://www.youtube.com/watch?v=ANFxrnKGfKU,CLAfootballSquad,ANFxrnKGfKU,15,2
16,16,IFAFinsider,Sports,2012-09-21 15:55:14, ,14.0,00:04:31,"['IFAF', 'Football', '2012 Flag Championship', 'Sweden', 'American Football']",271,172.0,4.698924541469999,301,http://i.ytimg.com/vi/aRTVgWw5b-g/default.jpg,IFAF 2012 Men's Flag Football World Championship,https://www.youtube.com/watch?v=aRTVgWw5b-g,IFAFinsider,aRTVgWw5b-g,84582,3992
17,17,Tammy Clarke,Sports,2011-05-23 03:26:54,The Harford Hurricane's 5-22-11 Flag Football,0.0,00:00:28,['american football'],28,0.0,0.0,301,http://i.ytimg.com/vi/2U57E8_VnvU/default.jpg,tammys video's 076.MPG,https://www.youtube.com/watch?v=2U57E8_VnvU,TheTdragon40,2U57E8_VnvU,19,40
18,18,GTv,Sports,2013-04-09 23:02:05,Gametime flag football - Tourney Championship - Dirty Birdz vs Dream Team,0.0,00:08:20,"['Gametime flag football', 'flag football', 'top gun flag footbal', 'gametime', 'gametime flag football', 'dirty birdz', 'dream team', 'nf', 'nfl highlights', 'flag fotbal highlights', 'flag highlights', 'American Football (Sport)', 'NFL Network (TV Network)', '5man flag football']",500,4.0,5.0,301,http://i.ytimg.com/vi/DcZV3IqiDjM/default.jpg,Tourney Championship - Dirty Birdz vs Dream Team,https://www.youtube.com/watch?v=DcZV3IqiDjM,GametimeSports2,DcZV3IqiDjM,505,145
19,19,LTLACY,Sports,2008-07-10 12:42:10,5-7 year old flag doublewing football 8 players,0.0,00:07:21,"['double', 'wing', 'flag', 'football']",441,4.0,5.0,301,http://i.ytimg.com/vi/vHsLGp2vCCI/default.jpg,Double Wing flag Football part 2,https://www.youtube.com/watch?v=vHsLGp2vCCI,LTLACY,vHsLGp2vCCI,3944,25
20,20,Claro Rossi,Sports,2013-02-18 21:27:30,In data 17 febbraio 2013 si sono riunite a Grosseto le squadre partecipanti al campionato italiano di flag football junior,0.0,00:05:34,"['American Football (Sport)', 'Junior', 'fidaf', 'condor grosseto']",334,0.0,0.0,301,http://i.ytimg.com/vi/MAMkmd3NGPs/default.jpg,RADUNO SQUADRE FLAG FOOTBALL JUNIOR A GROSSETO,https://www.youtube.com/watch?v=MAMkmd3NGPs,Condor370,MAMkmd3NGPs,207,23
21,21,Kirk Bragg,Sports,2008-10-09 19:24:45,Flag Football 2008,,00:07:45,['football'],465,,0.0,301,http://i.ytimg.com/vi/YEL6IICyESs/default.jpg,BraxGame 4 2008,https://www.youtube.com/watch?v=YEL6IICyESs,kirksalmon,YEL6IICyESs,49,6
22,22,Loren Boos,Sports,2012-02-03 15:56:42,2011 Flag Football,0.0,00:07:52,"['Case Boos', 'Lake Boos', '2011 Football']",472,2.0,5.0,301,http://i.ytimg.com/vi/hgbNilCF4wE/default.jpg,Case and Lake 2011 Highlight reel,https://www.youtube.com/watch?v=hgbNilCF4wE,boosgarten51,hgbNilCF4wE,212,11
23,23,brunhara,Sports,2009-08-05 00:21:39,"Por que o QB do Bullets, Kevo, tem estatísticas tão boas na liga? Olha o passe. PArtida válida pelo Campeonato Paulista de Flag Football 2009 8X8 com contato. Mais informações: www.bears.kit.net",0.0,00:00:20,"['VAlinhos Bears', 'LPFA', 'Silver Bullets', 'Flga football']",20,1.0,5.0,301,http://i.ytimg.com/vi/zLadKg5MLQw/default.jpg,Valinhos Bears 6 X 12 Silver Bullets 02 08 2009 Super passe do QB do Bullets,https://www.youtube.com/watch?v=zLadKg5MLQw,brunhara,zLadKg5MLQw,123,3
24,24,Daniel Ramirez,Sports,2013-01-06 03:11:36,"El juego de tocho clásico de 1ero de enero, para empezar bien el 2013.",0.0,00:01:32,"['Tocho', 'Tochito', 'Deportivo Los Galeana', 'Los Galeana', 'American football', 'Football americano', '2013', 'enero', '1ero', 'primero', 'tacleo', 'tackleo', 'tocho tackleado']",92,0.0,0.0,301,http://i.ytimg.com/vi/C540roSeDrs/default.jpg,Tocho 1ero de Enero (2),https://www.youtube.com/watch?v=C540roSeDrs,UCUHwsvY98snbpv3mvu-0Cog,C540roSeDrs,90,1
25,25,javixapas1990,Sports,2010-01-17 19:50:17,partido de football flag en zaragoza,0.0,00:00:10,['IMGP4210'],10,1.0,5.0,301,http://i.ytimg.com/vi/NeeHkbv9X1I/default.jpg,longhorns V.S. praetorians   FLAG FOOTBALL,https://www.youtube.com/watch?v=NeeHkbv9X1I,javixapas1990,NeeHkbv9X1I,65,0
26,26,3407carlos,Sports,2010-11-16 21:13:15,part1,0.0,00:01:49,"['ballz', 'deep', 'flagball']",109,0.0,0.0,301,http://i.ytimg.com/vi/OidlR08_V9Q/default.jpg,ballz deep flag ball,https://www.youtube.com/watch?v=OidlR08_V9Q,3407carlos,OidlR08_V9Q,94,0
27,27,JULIAN Karine Reiki Istres,Sports,2008-06-19 13:48:20,Harpies en tournoi de Flag à Port de bouc !,0.0,00:00:11,"['football', 'américain', 'sans', 'contact', 'flag', 'tournoi', 'harpies']",11,1.0,5.0,301,http://i.ytimg.com/vi/p8NGzkQHcZ0/default.jpg,On avait dit pas de contact grrr,https://www.youtube.com/watch?v=p8NGzkQHcZ0,missguess30,p8NGzkQHcZ0,414,2
28,28,ComebackSports,Sports,2011-05-05 20:45:21,"Week 1 of Comeback Sports Flag Football was filled with great defensive plays.  Sacks, Interceptions, and lock down defense was displayed all over the place, and the keys to winning a CHAMPIONSHIP in the league starts with D!",0.0,00:04:09,"['comeback sports', 'flag football', 'defensive highlights', 'tacoma', 'football']",249,1.0,5.0,301,http://i.ytimg.com/vi/69msj24cEfA/default.jpg,Comeback Sports Week 1 Sunday Spring Flag Football DEFENSIVE Highlights,https://www.youtube.com/watch?v=69msj24cEfA,ComebackSports,69msj24cEfA,451,63
29,29,Cforever21,Sports,2012-01-24 22:57:02,"Si eres mujer entre 15 y 18 años de edad y tienes ganas de jugar Football americano Comanches Guaymas te invita a formar parte de esta gran familia de Football Flag (sin tacleo) Americano Femenil, entrenamientos lunes a viernes de 5 a 7 p.m. en el Deportivo Miramar! VAMOS COMANCHES CON TODO!",0.0,00:00:31,"['Comanches', 'Guaymas', 'Mujeres', 'LFL', 'tocho', 'femenil', 'NFL', 'Sonora', 'Mexico', 'Flag']",31,1.0,5.0,301,http://i.ytimg.com/vi/_X-14o_Ki9U/default.jpg,Comanches Femenil Guaymas Te invita!,https://www.youtube.com/watch?v=_X-14o_Ki9U,Cforever21,_X-14o_Ki9U,889,3
30,30,IllegalMotionFF,Sports,2012-04-08 04:03:55,"First tip for a successful flag football season or tournament from http://www.illegalmotionflagfootball.com: Get yourself in shape, bro! Get off the couch. Walk around outside. See that massive splendiferous ball in the sky? That's called the sun.",0.0,00:00:33,"['flag football playbook', 'flag football strategy']",33,1.0,5.0,301,http://i.ytimg.com/vi/FfnKSxd5zDc/default.jpg,Flag Football Playbook Tip For Success #1,https://www.youtube.com/watch?v=FfnKSxd5zDc,IllegalMotionFF,FfnKSxd5zDc,290,3
31,31,allyssalewis,People & Blogs,2007-12-04 00:22:18,Flag Football,0.0,00:00:05,"['Flag', 'Football']",5,0.0,0.0,301,http://i.ytimg.com/vi/FogEst2Vb0A/default.jpg,Flag Football,https://www.youtube.com/watch?v=FogEst2Vb0A,allyssalewis,FogEst2Vb0A,14,11
32,32,cnp34,Sports,2008-09-21 12:33:34,highlights,0.0,00:00:20,"['american', 'football']",20,0.0,0.0,301,http://i.ytimg.com/vi/PeWEB9R_IIs/default.jpg,ray flag football highlights,https://www.youtube.com/watch?v=PeWEB9R_IIs,cnp34,PeWEB9R_IIs,47,0
33,33,bjopp,Sports,2009-05-16 10:47:46,"Danish 1. Division West, Gameday 2. 10 May 2009.
Aarhus Frogs wide receiver Madsen21 makes a 45 yards TD vs Odense33.",3.0,00:00:27,"['flag football', 'Aarhus frogs', 'touchdown', 'Odense 33']",27,10.0,4.07692289352,301,http://i.ytimg.com/vi/QfHAYrN4Ck4/default.jpg,Flag football: Aarhus Frogs wide receiver Rene Madsen 45 yrd TD run,https://www.youtube.com/watch?v=QfHAYrN4Ck4,bjopp,QfHAYrN4Ck4,2756,8
34,34,Upward Sports,Sports,2013-06-06 14:30:20,"In this video, we show you proper skills and drills needed to be a successful receiver.

For more information about Upward Sports, visit our website at upward.org! Or, for online fun and games for your child, visit teamupward.com!",0.0,00:04:52,"['Upward Sports', 'Football', 'Upward', 'Sports', 'Flag Football', 'Receiver', 'Offense', 'Skills', 'Drills', 'All In']",292,4.0,5.0,301,http://i.ytimg.com/vi/dii1D6H3rUU/default.jpg,"Upward Sports Skills & Drills, Flag Football - Receiving",https://www.youtube.com/watch?v=dii1D6H3rUU,UpwardSports,dii1D6H3rUU,2488,7560
35,35,beama71,Sports,2007-08-20 04:16:01,A bad pass by the dragonz results in an interception by the bullies,0.0,00:00:17,"['DFFL', 'Dorchester', 'flag', 'football']",17,0.0,0.0,301,http://i.ytimg.com/vi/fEM4pq9Zkzs/default.jpg,bullies intercept a pass,https://www.youtube.com/watch?v=fEM4pq9Zkzs,beama71,fEM4pq9Zkzs,253,1
36,36,calinoize1,Entertainment,2011-03-02 10:12:28,"Rampage vs. Top notch
San Diego Flag foot ball team
Rampage Wins 36-7",2.0,00:09:34,"['Rampage', 'vs.', 'Top', 'notch', 'San', 'Diego', 'Flag', 'foot', 'ball', 'team', 'Wins', '36-7', 'american football', 'sports', 'highlights']",574,2.0,3.0,301,http://i.ytimg.com/vi/vPU65tryOqs/default.jpg,Rampage Flag Football,https://www.youtube.com/watch?v=vPU65tryOqs,calinoize1,vPU65tryOqs,2789,119
37,37,tracymco,Sports,2009-11-27 02:15:20,Reverse with a great spin move!,0.0,00:00:36,"['football', 'pop warner', 'flag football']",36,0.0,0.0,301,http://i.ytimg.com/vi/4OpKTotv9fc/default.jpg,Brendan Touchdown #2,https://www.youtube.com/watch?v=4OpKTotv9fc,tracymco,4OpKTotv9fc,68,0
38,38,4 Years For Free Project,Sports,2012-06-13 15:53:05,Jacy Abii flag football debut.  Girl playing youth football with the boys. Go Jacy go go go! lol,1.0,00:02:12,"['Youth Football Funny', 'funny football', 'jacy abii', 'girl playing football', 'nfl', 'great running backs', 'powder puff football', 'women football']",132,79.0,4.94999980927,301,http://i.ytimg.com/vi/-AXXjCCAvoo/default.jpg,How Strong Is A Woman Starring Jacy Abii,https://www.youtube.com/watch?v=-AXXjCCAvoo,haskellabii,-AXXjCCAvoo,14918,0
39,39,JrRocketFootball,People & Blogs,2009-03-06 05:01:47,"""Texas Youth Football"" ""Amazing Football"" ""TYFA"" ""Best Football"" ""Flag Football""",0.0,00:06:52,['Flag'],412,7.0,5.0,301,http://i.ytimg.com/vi/G8R_lAFTXb8/default.jpg,Judson Jr Rocket Football Flag,https://www.youtube.com/watch?v=G8R_lAFTXb8,JrRocketFootball,G8R_lAFTXb8,3387,34
40,40,LI Legends,Sports,2012-10-22 23:56:37,"LI Legends Flag Football - 2012 Fall Season - Week 6 Highlights - Part 2

www.LILegends.com
www.Facebook.com/LILegends
www.Twitter.com/LILegends",0.0,00:02:45,"['long island', 'flag football', 'flag', 'football', 'li legends', 'long island legends', 'suffolk', 'nassau', 'li football', 'long island sports', 'sports', 'american football', 'highlights', 'football highlights', 'long island flag football', 'flag football highlights']",165,0.0,0.0,301,http://i.ytimg.com/vi/YiD440YPZ7A/default.jpg,LI Legends Flag Football - 2012 Fall Season - Week 6 Highlights - Part 2,https://www.youtube.com/watch?v=YiD440YPZ7A,LiLegends,YiD440YPZ7A,264,565
41,41,fightingroses,Sports,2007-06-23 13:47:37,"TOUCHDOWN!!!
SUZUHARA FIGHTING ROSES",1.0,00:00:21,"['JAPAN', 'NFL', 'FLAG', 'FOOTBALL', 'TOUCHDOWN']",21,3.0,4.0,301,http://i.ytimg.com/vi/sJu4drxJL3M/default.jpg,NFL FLAG KANSAI 2007,https://www.youtube.com/watch?v=sJu4drxJL3M,fightingroses,sJu4drxJL3M,724,60
42,42,MerCopeland,People & Blogs,2008-12-14 18:25:45,Flower Mound Upward Flag Football Nittany Lions,0.0,00:00:15,"['Upward', 'Football']",15,0.0,0.0,301,http://i.ytimg.com/vi/2a-o0PePlWk/default.jpg,Upward Flag Football - Season's first completion pass,https://www.youtube.com/watch?v=2a-o0PePlWk,MerCopeland,2a-o0PePlWk,134,0
43,43,DoctorDodgeball,Sports,2012-06-14 22:27:22,NYCSSC: Flag Football - Summer 2012 - Wednesday Chelsea,0.0,00:00:02,"['NYCSSC:', 'Flag', 'Football', 'Summer', '2012', 'Wednesday', 'Chelsea']",2,0.0,0.0,301,http://i.ytimg.com/vi/3W9f1HyW6dI/default.jpg,NYCSSC: Flag Football - Summer 2012 - Wednesday Chelsea 00008.MTS,https://www.youtube.com/watch?v=3W9f1HyW6dI,DoctorDodgeball,3W9f1HyW6dI,21,243
44,44,Tammy Clarke,Sports,2011-05-23 03:10:40,The Harford Hurricane's 5-22-11 Flag Football,0.0,00:00:35,['american football'],35,0.0,0.0,301,http://i.ytimg.com/vi/C1PgeJY9Sjs/default.jpg,tammys video's 066.MPG,https://www.youtube.com/watch?v=C1PgeJY9Sjs,TheTdragon40,C1PgeJY9Sjs,13,40
45,45,renz05725,Sports,2010-12-01 04:50:51,Flag Football Short Pass with yards after the catch for first down Mini Miners Flag Football El Paso Texas Football NFL NCAAF,0.0,00:00:07,"['Flag', 'Football', 'Short', 'Pass', 'with', 'yards', 'after', 'the', 'catch', 'for', 'first', 'downMini', 'Miners', 'El', 'Paso', 'Texas', 'NFL', 'NCAAF']",7,0.0,0.0,301,http://i.ytimg.com/vi/EAJiw-Os6_Q/default.jpg,Flag Football Short Pass with yards after the catch for first down,https://www.youtube.com/watch?v=EAJiw-Os6_Q,renz05725,EAJiw-Os6_Q,220,109
46,46,Claudio Telesca,Sports,2009-01-31 20:51:14,Clínica de Flagbol realizada pelo Prof. Claudio Telesca no SESC Pinheiros em janeiro de 2009.,0.0,00:02:41,"['flagbol', 'claudio telesca', 'sesc pinheiros']",161,6.0,5.0,301,http://i.ytimg.com/vi/XLfpm9Jlt_k/default.jpg,CLÍNICA DE FLAGBOL,https://www.youtube.com/watch?v=XLfpm9Jlt_k,claudiotelesca,XLfpm9Jlt_k,2264,39
47,47,Rick Garcia,Sports,2010-09-16 18:18:11,"September 4, 2010 - First Touchdown",0.0,00:00:25,"['Rancho Bernardo Pop Warner', 'Flag Football']",25,2.0,5.0,301,http://i.ytimg.com/vi/mwRRy92b510/default.jpg,Rancho Bernardo Pop Warner Flag Football,https://www.youtube.com/watch?v=mwRRy92b510,keeeeez12,mwRRy92b510,557,0
48,48,Craig Wilson,Sports,2013-07-09 09:39:55,"Season 3 Highlights of the ""Flag Football West"" Division One Finals.",0.0,00:05:23,"['american', 'football', 'gridiron', 'finals', 'perth', 'curtin', 'curtin university', 'gridiron west', 'flag football', 'curtin saints', 'saints', 'flag football west', 'flag', 'American Football (Sport)', 'Australia', 'Nfl', 'Highlights', 'Sports', 'Bowl', 'Madden']",323,3.0,5.0,301,http://i.ytimg.com/vi/tWf9AJ2RCMc/default.jpg,Flag Football West - Division One [ Finals 2013 ],https://www.youtube.com/watch?v=tWf9AJ2RCMc,cwilso27,tWf9AJ2RCMc,318,79
49,49,anmoroavi,Sports,2012-05-29 15:54:02,Inclusión de deportes americanos en las clases de educación física,1.0,00:04:13,"['flag football', 'futbol americano', 'educación física']",253,10.0,4.63636350632,301,http://i.ytimg.com/vi/4JMPQFXz3Bg/default.jpg,Iniciación deportiva al futbol americano (flag football),https://www.youtube.com/watch?v=4JMPQFXz3Bg,anmoroavi,4JMPQFXz3Bg,2529,16
50,50,miadorocanlover,Sports,2008-03-11 08:02:46,notese como se juega mientras usted descansa..,0.0,00:02:46,"['tocho', 'en', 'poli', 'fútbol', 'americano']",166,0.0,0.0,301,http://i.ytimg.com/vi/_QqE1ERmak4/default.jpg,TOCHO EN EL POLI 1,https://www.youtube.com/watch?v=_QqE1ERmak4,miadorocanlover,_QqE1ERmak4,187,0
51,51,Joe Thornton,Sports,2010-09-21 01:08:02,Flag football highlight,0.0,00:00:18,['Football'],18,0.0,0.0,301,http://i.ytimg.com/vi/CHRaCy8TWuQ/default.jpg,Evan sets up TD,https://www.youtube.com/watch?v=CHRaCy8TWuQ,thorn2479,CHRaCy8TWuQ,18,4
52,52,Jeffrey,Sports,2009-09-12 17:05:33,Highlights from YMCA Colts vs. Chiefs flag football game (from the Colts point of view of course).,0.0,00:09:00,['Football'],540,1.0,5.0,301,http://i.ytimg.com/vi/TdsVmjyyiaw/default.jpg,Kolton Flag Football Highlights,https://www.youtube.com/watch?v=TdsVmjyyiaw,pugmation,TdsVmjyyiaw,163,1
53,53,jmattb2,Sports,2010-10-12 13:08:14,Highlights from Jackson's 5th Flag Football Game,0.0,00:01:43,"['football', 'flag', 'jr', 'cougars', 'sports', 'highlights', 'lansing']",103,1.0,5.0,301,http://i.ytimg.com/vi/aanRmhkd-HI/default.jpg,Jackson's Flag Football Game 5,https://www.youtube.com/watch?v=aanRmhkd-HI,jmattb2,aanRmhkd-HI,18,0
54,54,Patrick Frazier,Sports,2013-02-02 04:59:35,  flag football flag flag football about flag football flagfootball flag football league play flag football how to play flag football flag football play rules of flag football flag football tournament flag football teams flag football adult adult flag football flag football game football sign ups flag football games adult football league flag football tournaments flag football field flag football equipment adult flag football leagues adult flag football league mens flag football flag football pictures flag football arizona flag football videos flag football images phoenix flag football flag footballs flag football phoenix scottsdale flag football flag football scottsdale official flag football rules flag football leagues in arizona phoenix flag football leagues,0.0,00:01:30,"['20130201', '194552']",90,0.0,0.0,301,http://i.ytimg.com/vi/eL1eeRaAz_U/default.jpg,Friday Night football3,https://www.youtube.com/watch?v=eL1eeRaAz_U,my1minuteleads,eL1eeRaAz_U,72,10
55,55,Lilladelphia,People & Blogs,2008-10-12 03:36:49,Adam's first day of flag football (I-9 Sports),0.0,00:00:08,"['flag', 'football', '5-year', 'old']",8,0.0,0.0,301,http://i.ytimg.com/vi/5uH-H4ZEhDw/default.jpg,Flag Football - Day 1,https://www.youtube.com/watch?v=5uH-H4ZEhDw,Lilladelphia,5uH-H4ZEhDw,179,0
56,56,Techfan1128,Sports,2008-02-03 21:05:49,This is our game vs. Run and Gun in the Stonegate Flag Football League in Midland Tx.  Final Score was 37-26,0.0,00:00:28,"['football', 'flag', 'American', 'kelview']",28,0.0,0.0,301,http://i.ytimg.com/vi/_VNpm9txdls/default.jpg,Kelview Young Married Flag Football 1,https://www.youtube.com/watch?v=_VNpm9txdls,Techfan1128,_VNpm9txdls,58,1
57,57,The Quirky Couple,People & Blogs,2012-09-19 22:28:08,"Fun time playing some flag football! Ripped shirts, ripped shorts, sweat, and slippery sneakers. My team is called the Screaming Turtles!

If you haven't subscribed yet, please do! POOT-AHHH!",0.0,00:04:12,"['football', 'flag football', 'sports', 'ball', 'American Football', 'bowl', 'touch down', 'touchdown', 'running', 'exercise', 'screaming turtles', 'madden', 'water', 'out of shape', 'workout', 'work out', 'working out']",252,0.0,0.0,301,http://i.ytimg.com/vi/CRD_4iNiUbM/default.jpg,FLAG FOOTBALL!,https://www.youtube.com/watch?v=CRD_4iNiUbM,tim3vlog,CRD_4iNiUbM,142,19327
